CCSN_NUM,REPORT_DATE,COMMENTS,MASS_STRAND_NUM,SERIES_NUM,CONDITION_CODE,RESTRAND_YN,GROUP_EVENT_YN,COW_CALF_YN,MASS_STRANDING_YN,NUM_ANIMALS,NUM_ANIMALS_UNITS,EXAM_DATE,EXAM_COND_ID,LOCATION,TOWN,LATITUDE_DEGREE,LONGITUDE_DEGREE,LAT_ACTUAL,LON_ACTUAL,LAT_ACHIEVED,LOCATION_DETAIL,SPECIES,Corrected Latitude,Corrected Longitude
IFAW10-063Dd,2/26/10,Mass stranding (8). Gull predation damage around eyes/blowhole but no loss of blowhole/ eye function. Released at Herrring Cove (alone) with satellite-VHF combination tag. No other tags. Resighted 03/10/2010 with IFAW10-060Dd in a group (8-12) 03/10/2010.,MS10-04,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9286,-70.0512,,,,Chequessett Neck,Delphinus delphis,41.9286,-70.0512
IFAW10-058Dd,2/26/10,"One of 8 dolphin stranding (Wellfleet &Truro). Released at Mayo Beach w/ 10-059Dd & 10-060Dd. 10-061 found dead at Mayo Beach. 10-062Dd live stranded at Pamet & euthanized. 10-063Dd, 064 & 065 at Chequesset Neck. 10-063 released alone.",MS10-04,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9289,70.0226,,,,"Sandpiper Hill Rd, Chipman's Cove",Delphinus delphis,41.9289,-70.0226
IFAW10-059Dd,2/26/10,"One of 8 dolphin stranding (Wellfleet & Truro)Released(green paint 2)- Mayo Beach w/10-060Dd(Mayo Beach) &10-058Dd(Sandpiper Hill). 10-06Dd dead at Mayo. 10-062Dd alive at Pamet,euthanized. 10-063Dd,064Dd &065Dd alive at Chequesset Neck.10-063Dd released.",MS10-04,Series0044,1,0,0,0,0,1,Actual,,,Mayo Beach,Wellfleet,41.9299,70.0332,,,,Mayo Beach,Delphinus delphis,41.9299,-70.0332
IFAW10-062Dd,2/26/10,"One of 8 dolphin stranding(Wellfleet & Truro)Euthanized, whole carcass frozen-MRF. 10-059Dd,10-060Dd(both Mayo Beach) &10-060(Sat-tagged(SandpiperHill) released Mayo Beach.Chequesset Neck 10-063Dd, 10-064Dd & 10-065Dd. 10-063Dd released alone w/ Sat tag.",MS10-04,Series0044,1,0,0,0,0,1,Actual,,,Truro,Truro,41.9957,70.0623,,,,Pamet River,Delphinus delphis,41.9957,-70.0623
IFAW10-065Dd,2/26/10,"Stranded live as part of a mass stranding of 8 animals, died at the site. Used for A. Falham and M. Moore chamber study and necropsied.",MS10-04,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9286,7.0512,,,,Chequsett Neck,Delphinus delphis,41.9286,-70.0512
IFAW10-060Dd,2/26/10,"Mass stranded, health assessment performed, animal deemed releaseable, released at Herring Cove with satellite-VHF tag. Visually resighted post release with (8-12) conspecifics east of Boston (3/10/10)",MS10-04,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9299,70.0332,,,,Mayo Beach,Delphinus delphis,41.9299,-70.0332
IFAW10-061Dd,2/26/10,"MS of 8 Dd (1 dead, 7 live); this animal was dead upon staff arrival; carcass collected and frozen at WHOI for later necropsy, necropsied for Jr. Tech Class.",MS10-04,Series0044,2,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93015,70.0345,,,,Mayo Beach,Delphinus delphis,41.93015,-70.0345
IFAW10-069Dd,3/5/10,"One of 2Dds at Corporation beach, the other(IFAW10-07) was dead. This dolphin was alive, had numerous healed HI lacerations & other skin lesions. Not a good candidate for release. Euthanized at site. Taken to WHOI MRF for immediate necropsy.",MS10-05,Series0044,1,0,0,0,0,1,Actual,,,Dennis,Dennis,41.75118333,70.1878,,,,Corporation Beach,Delphinus delphis,41.75118333,-70.1878
IFAW10-070Dd,3/5/10,Found fresh dead approximately 200 yards from a live juvenile (IFAW10-69Dd). Carcass collected and frozen whole at WHOI. Line on peduncle was determined to be postmortem and unlikely had any impact on the stranding event,MS10-05,Series0044,2,0,0,0,0,1,Actual,,,Dennis,Dennis,41.751,70.18755,,,,Corporation Beach,Delphinus delphis,41.751,-70.18755
IFAW10-073La,3/7/10,Only live animal of a mass stranding (3). Deemed healthy. Released alone with satellite-VHF (95811) tag at Herring Cove.Track showed animal frequented foragaging areas where dolphins were known to be. Never visually resighted. Signal lost after 03/19/2010,MS10-06,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9076,69.99558333,,,,Blackfish Creek (end of Barker Street),Lagenorhynchus acutus,41.9076,-69.99558333
IFAW10-074La,3/7/10,Fresh carcass found at Blackfish Creek across from live lag (IFAW10-073La). Live animal satellite tagged and released alone in Provincetown. Staff collected Level A on this animal the next day. Animal was tagged (Red roto#11) and left at site.,MS10-06,Series0044,2,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91161667,-70.01376,,,,"Paines Hollow, Blackfish Creek",Lagenorhynchus acutus,41.91161667,-70.01376
IFAW10-075La,3/7/10,"Level A exam 3/8/2010.Animal part of 3 animal mass stranding. IFAW10-074La also dead, IFAW10-073La alive and released 3/7/10. All three animals in close proximity to one another in Blackfish Creek

Level A collected 3/8/2010 by MMRR staff and volunteers",MS10-06,Series0044,3,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90718333,70.00926667,,,,"Fields Point, Blackfish Creek",Lagenorhynchus acutus,41.90718333,-70.00926667
IFAW10-079Dd,3/8/10,Carcass observed with 3 other Dds nearby. Carcass appeared quite decomposed and minimal Level A data were collected by IFAW MMRR  volunteer. Carcass marked with orange paint.,MS10-07,Series0044,4,0,0,0,0,1,Actual,,,Eastham,Eastham,41.87836667,70.00795,,,,North of Sunken Meadow,Delphinus delphis,41.87836667,-70.00795
IFAW10-080Dd,3/8/10,Carcass observed with 3 other Dds nearby. Carcass appeared quite decomposed  and minimal Level A data were collected by IFAW MMRR volunteer on 03/09/2010. Carcass marked with orange paint stick.,MS10-07,Series0044,4,0,0,0,0,1,Actual,,,Eastham,Eastham,41.8784,70.008,,,,North of Sunken Meadow,Delphinus delphis,41.8784,-70.008
IFAW10-081Dd,3/8/10,Carcass observed with 3 other Dds. Carcass appeared quite decomposed and minimal Level A data were collected by IFAW MMRR volunteer on 3/9/2010. Carcass marked with orange paint stick.,MS10-07,Series0044,4,0,0,0,0,1,Actual,,,Eastham,Eastham,41.8784,70.008,,,,North of Sunken Meadow,Delphinus delphis,41.8784,-70.008
IFAW10-104La,3/11/10,"-part of 16 La mass stranding, stranded alive but unaccessible due to dangerous mud, dolphin left at stranding site, confirmed dead following day (3/12), carcass not examined by staff, no Level A data collected.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9156,69.996,,,,Drummer Cove,Lagenorhynchus acutus,41.9156,-69.996
IFAW10-105La,3/11/10,"-part of 16 La mass stranding, stranded alive but unaccessible due to dangerous mud, dolphin left at stranding site, confirmed dead following day (3/12), carcass not examined by staff, no Level A data collected.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9156,69.996,,,,Drummer Cove,Lagenorhynchus acutus,41.9156,-69.996
IFAW10-106La,3/11/10,"-part of a 16 La mass stranding event on 3/11, dolphin unaccessible due to stranding in dangerous mud, staff left animal at site, dolphin was never re-sighted again but reasonable to assume that it died, no Level A data were collected.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9156,69.996,,,,Drummer Cove,Lagenorhynchus acutus,41.9156,-69.996
IFAW10-107La,3/11/10,"-part of a 16 La mass stranding event on 3/11, dolphin unaccessible due to stranding in dangerous mud, staff left animal at site, dolphin was never re-sighted again but reasonable to assume that it died, no Level A data were collected.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9156,69.996,,,,Drummer Cove,Lagenorhynchus acutus,41.9156,-69.996
IFAW10-093La,3/11/10,Initially reported as part of Drummer Cove/Lieutant Island mass stranding. Animal(and 3 others) inaccessible on first day.Next morning animal was found dead (3 others still alive). Carcass collected whole.,MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91513333,69.99528333,,,,Drummer Cove,Lagenorhynchus acutus,41.91513333,-69.99528333
IFAW10-086La,3/11/10,One of 16 dolphin stranding (Drummer Cove 10 & Lt Is 6). Released with 5 others (DC 2 & Lt Is 3) at Herring Cove. 8 DC animals inaccessible 3/11. 3 released 3/12. Animal resighted 2X (PCCS/IFAW surveys 3/17 &3/19) in a group of conspecifics.,MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90001667,70.0087,,,,Lieutenant Island,Lagenorhynchus acutus,41.90001667,-70.0087
IFAW10-087La,3/11/10,"Part of 16 animal stranding (Drummer Cove 10 & Lt Is 6). Animal released (Sat-VHF tag78063) with 5 other Lt Is and 2 DC dolphins at Herring Cove. One Lt Is animal died, one euthanized. 8 DC animals inaccessible 3/11. 3 released 3/12 at Herring Cove.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90001667,70.0087,,,,Lieutenant Island,Lagenorhynchus acutus,41.90001667,-70.0087
IFAW10-088La,3/11/10,"One of a 16 dolphin stranding (Drummer Cove 10 & Lt Is 6).Released (Sat-VHF78062/Orange Roto 223) w/ 5 other LT &2 DC animals at Herring Cove. 1Lt. Is. animal died, one euthanized. 8 DC animals not accessible 3/11. 3 accessed and released 3/12.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90008333,70.00853333,,,,Lieutenant Island,Lagenorhynchus acutus,41.90008333,-70.00853333
IFAW10-082La,3/11/10,"Part of 16 dolphin stranding (Drummer Cove 10 &Lt Is.6). Released Herring Cove (Orange roto-tag 201,green paint-1) w/ 1other Drummer Cove and 4 Lt Is. dolphins. 8 DC animals not accessible. On 3/12, 3 more Drummer Cove animals accessed and released.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91543333,69.9955,,,,Drummer Cove,Lagenorhynchus acutus,41.91543333,-69.9955
IFAW10-083La,3/11/10,"Part of 16 dolphin stranding (Drummer Cove 10 & Lt Is 6). Released (orange roto-tag202,green paint 2) with 1 other DC and  4 LT Is dolphins at Herring Cove.8 DC animals not accessible. On 03/12/2010, 3 more DC dolphins accessed &released.",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,54.91543333,69.9955,,,,Drummer Cove,Lagenorhynchus acutus,41.91543333,-69.9955
IFAW10-090la,3/11/10,Part of 16 dolphin stranding (Drummer Cove 10 & Lt Is 6).This animal not accessible 3/11. Released at Herring Cove 3/12 w/ 1 other DC dolphin. 2DC & 6 Lt Is dolphins released 3/11. One final DC dolphin released alone 3/12 at Herring Cove w/ Sat-VHF tag.,MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91543333,69.9955,,,,Drummer Cove,Lagenorhynchus acutus,41.91543333,-69.9955
IFAW10-091La,3/11/10,Part of 16 dolphin stranding (Drummer Cove 10 & Lt Is. 6). This animal not accessible 3/11. Released 3/12 from Herring Cove (Orange tag 204) w/ one other DC animal. 2DC & 4 Lt Is animals released Herring Cove 3/11. Final DC animal released alone 3/12.,MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91543333,69.9955,,,,Drummer Cove,Lagenorhynchus acutus,41.91543333,-69.9955
IFAW10-092La,3/11/10,One of 16 dolphin stranding (Drummer Cove 10 & Lt Is. 6). This animal-one of 8 not accessible 3/11in DC . Released alone 3/12 (grey Sat-VHF/96087) Herring Cove. 2DC &4 Lt Is dolphins released 3/11 Herring Cove. 2 other DC animals releasedearlier 3/12.,MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91543333,69.9955,,,,Drummer Cove,Lagenorhynchus acutus,41.91543333,-69.9955
IFAW10-084La,3/11/10,"Part of 16 dolphin stranding (Drummer Cove 10 & LT Is 6). Released at Herring Cove (Orange tag 221&green paint A) w/ 4others from Lt Is(2 w/ sat tags)& 2 from DC. Observed 3X post release-3/17 (PCCS/IFAW survey), 3/19 (PCCS/IFAW survey) and 4/20 (WCNE).",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90008333,70.00868333,,,,Lieutenant Island,Lagenorhynchus acutus,41.90008333,-70.00868333
IFAW10-085La,3/11/10,"One of 16 dolphin stranding (Drummer Cove10 & Lt Is. 6). Injured during transport and euthanized at scene,necropsied 3/12). 4 Lt Is and 2 DC animals released at Herring Cove 3/11/2010. One Lt Is animal died. 8 Dc animals inaccessible 3/11. 3 released 3/12",MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90001667,70.0087,,,,Lieutenant Island,Lagenorhynchus acutus,41.90001667,-70.0087
IFAW10-089La,3/11/10,One of a 16 dolphin stranding (Drummer Cove 10 & Lt Is 6).Animal died shortly after stranding.Left at site. One other Lt Is animal euthanized. 6 Lt Is and 2 DC animals released at Herring Cove. 8 Dc animals inaccessible 3/11. 3 accessed and released 3/12.,MS10-08,Series0044,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90008333,70.00853333,,,,Lieutenant Island,Lagenorhynchus acutus,41.90008333,-70.00853333
IFAW10-112La,3/26/10,"part of MS of 7 total lags (1 dead, 6 live); stranded close to IFAW10-111La; AEP performed; blood collected; selenium/VitE & dexamethasone administered; relocated and released with 5 other dolphins at herring cove, ptown.",MS10-09,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93171667,70.02635,,,,Duck Creek,Lagenorhynchus acutus,41.93171667,-70.02635
IFAW10-117La,3/26/10,"MS of 7 total Lags (1 dead, 6 live).  This animal was the last to be removed from creek.  Blood collected; selenium/VitE & dexamethasone administered; relocated and released at herring cove ptown with 5 other animals.",MS10-09,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.9312,70.0259,,,,Duck Creek,Lagenorhynchus acutus,41.9312,-70.0259
IFAW10-116La,3/26/10,"part of MS of 7 total lags (1 dead, 6live); ultra sound = pregnant; blood collected; selenium/VitE & dexamethasone administered; relocated and released at herring cove, ptown with 5 other animals",MS10-09,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93145,70.02533333,,,,Duck Creek,Lagenorhynchus acutus,41.93145,-70.02533333
IFAW10-115La,3/26/10,"part of MS of 7 total lags (1 dead,6 live); blood collected; selenium/VitE & dexamethasone administered; relocated and released at herring cove, ptown with 5 other dolphins.",MS10-09,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93145,70.02533333,,,,Duck Creek,Lagenorhynchus acutus,41.93145,-70.02533333
IFAW10-114La,3/26/10,"part of MS of 7 total lags (1 dead, 6 live); blood collected; selenium.VitE & dexamethasone administered; relocated and released with 5 other dolphins at herring cove in ptown.",MS10-09,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93145,70.02533333,,,,Duck Creek,Lagenorhynchus acutus,41.93145,-70.02533333
IFAW10-113La,3/26/10,"part of MS of 7 total lags (1 dead, 6 live); blood take; selenium/VitE & dexamethasone administered; released with 5 other animals at herring cove in ptown; this animal slowly drifted off and listed to right; found dead next day at hatches harbor, ptown;",MS10-09,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93171667,70.02635,,,,Duck Creek,Lagenorhynchus acutus,41.93171667,-70.02635
IFAW10-111La,3/26/10,"part of MS of 7 total Lags (1 dead, 6 live).  This calf was dead upon staff arrival; stranded next to IFAW10-112La; carcass collected and frozen whole at WHOI for later necropsy",MS10-09,Series0045,2,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93171667,70.02635,,,,Duck Creek,Lagenorhynchus acutus,41.93171667,-70.02635
IFAW10-118La,3/27/10,"live dolphin stranded high up in marsh, likely from spring tide; staff moved out of marsh and into trailor for assessment; determined not to be a good relocation/release candidate; euthanized at site.",MS10-10,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91906667,70.02343333,,,,Chipman's Cove,Lagenorhynchus acutus,41.91906667,-70.02343333
IFAW10-120La,3/27/10,-live dolphin reported by CCNS Rangers; stranding location was extremely remote and logistically difficult to access; photos taken by Park Ranger showed numerous bloody lacerations from strandig on oyster flats; dolphin was left at site and died,MS10-10,Series0045,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.90148333,70.06905,,,,Great Beach Hill (tip of Great Island),Lagenorhynchus acutus,41.90148333,-70.06905
IFAW10-119La,3/27/10,"Animal found dead with potential HI wound, while trying to relocate a live dolphin durning a mass stranding event, part of 3 animals total.",MS10-10,Series0045,2,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.92471667,70.07128333,,,,Great Island,Lagenorhynchus acutus,41.92471667,-70.07128333
IFAW10-132Dd,4/8/10,"JMH responded 4/9/10; found this and 3 other, unreported carcasses (IFAW10-130Dd, IFAW10-133Dd and IFAW10-134Dd). Was classified as a MS event b/c: same spp., similar stages of decomp. and carcasses' positions relative to one another. Red tape DF. LAS.",MS10-11,,4,0,0,0,0,1,Actual,,,Cummaquid,Barnstable,41.7108,70.26448333,,,,97 Vanduzer Road; in marsh,Delphinus delphis,41.7108,-70.26448333
IFAW10-130Dd,4/9/10,"JMH found carcass while resp. to  report of IFAW10-132Dd. IFAW10-130Dd, IFAW10-132Dd, IFAW10-133Dd, IFAW10-134Dd found at site. Classified as mass stranded b/c: same spp., similar stages of decomp. and positions relative to one another. Red tape DF. LAS.",MS10-11,,4,0,0,0,0,1,Actual,,,Cummaquid,Barnstable,41.71071667,70.26441667,,,,97 Vanduzer Road; in marsh,Delphinus delphis,41.71071667,-70.26441667
IFAW10-133Dd,4/9/10,"JMH found when responding to IFAW10-132Dd. Found 4 carcasses at site (IFAW10-130Dd, IFAW10-132Dd, IFAW10-133Dd and IFAW10-134Dd). Classified as a MS event b/c: same spp., sim. stages of decomp. and carcasses' posit. rel. to one another. Red tape DF. LAS.",MS10-11,,4,0,0,0,0,1,Actual,,,Cummaquid,Barnstable,41.71138333,70.26405,,,,97 Vanduzer Road; in marsh,Delphinus delphis,41.71138333,-70.26405
IFAW10-134Dd,4/9/10,"JMH found while responding to report of IFAW10-132Dd. 4 carcasses found at site (IFAW10-130Dd, IFAW10-132Dd, IFAW10-133Dd, IFAW10-134Dd). Classified as a MS event b/c: same spp, similar stages of decomp. and locations of caracasses. Red tape DF. LAS.",MS10-11,,4,0,0,0,0,1,Actual,,,Cummaquid,Barnstable,41.71153333,70.26415,,,,97 Vanduzer Road; in marsh,Delphinus delphis,41.71153333,-70.26415
IFAW10-136La,4/10/10,"subadult male standed alone. Report came in a few hours after stranding of IFAW10-135La. These 2 animals considered MS event since both stranded on same tidal cycle, same species, & in good body condition. Released 3.5hrs post IFAW10-135La @ herring cove",MS10-12,Series0046,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.92918333,70.04458333,,,,Mayo Beach,Lagenorhynchus acutus,41.92918333,-70.04458333
IFAW10-135La,4/10/10,"stranded alone on outgoing tide early in  day; animal alert & responsive; released alone at Herring Cove, Ptown. IFAW10-136La reported stranded at Mayo beach shortly after release of IFAW10-135La. These 2 animals considered MS.",MS10-12,Series0046,1,0,0,0,0,1,Actual,,,Brewster,Brewster,41.77613333,70.07221667,,,,Point of Rocks,Lagenorhynchus acutus,41.77613333,-70.07221667
IFAW10-175La,7/25/10,"-1 of 2 mass stranded La's observed in Herring River Gut, Wellfleet on 7/25/2010, both dophins rescued from mud and taken to rescue trailer for health asssessment, both good release candidates and transported to Herring Cove, Provincetown for release.",MS10-13,,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.92926667,70.06683333,,,,Herring River (Cheq. Neck Side),Lagenorhynchus acutus,41.92926667,-70.06683333
IFAW10-176La,7/25/10,"-1 of 2 mass stranded La's observed in Herring River Gut, Wellfleet on 7/25/2010, both dophins rescued from mud and taken to rescue trailer for health asssessment, both good release candidates and transported to Herring Cove, Provincetown for release.",MS10-13,,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.92926667,70.06683333,,,,Herring River (Cheq. Neck Side),Lagenorhynchus acutus,41.92926667,-70.06683333
IFAW10-192La,10/2/10,"-live dolphin observed stranded on beach with outgoing tide; staff arrived at site to relocate to rescue trailer for complete health assessment; determined that dolphin was good release candidate; transported to Herring Cove, Provincetown for release.",MS10-14,,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.91225,70.02596667,,,,Hiawatha Beach,Lagenorhynchus acutus,41.91225,-70.02596667
IFAW10-193La,10/2/10,-fresh dead dolphin observed on beach with minimal scavenger/decomposition damage; level A data were collected and carcass was photo documented by IFAW MMRR volunteers,MS10-14,,2,0,0,0,0,1,Actual,,,Brewster,Brewster,41.7778,70.04891667,,,,between Ocean Edge and Sea Camps,Lagenorhynchus acutus,41.7778,-70.04891667
IFAW10-220Dd,11/12/10,Dd brought to rescue truck for health assessment. Exhibited very irregular breathing patterns with numerous bouts of double/triple breaths and breath holding. Dd euthanized at site. Carcass brought to WHOI and frozen for future necropsy.,MS10-15,Series0049,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.93298333,70.02535,,,,"End of Pine Point Road, Duck Creek",Delphinus delphis,41.93298333,-70.02535
IFAW10-218Dd,11/12/10,Live Dd stranded in tidal marsh pool. Animal moved into rescue trailer for health assessment. Dd exhibited labored & irregular breathing and elevated blood parameters. Some external dermal lesions & abrasions also. Dd euthanized 11/12. Necropsied 11/14.,MS10-15,Series0049,1,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.88945,70.00003333,,,,Lieutenant Island,Delphinus delphis,41.88945,-70.00003333
IFAW10-221Dd,11/12/10,Fresh dead common dolphin calf observed 11/12. Volunteer collected Level A data and photo documented carcass on 11/13.  Minor dermal abrasions present from stranding event. Carcass could not be picked up; no necropsy due to pending live dolphin response.,MS10-15,Series0049,2,0,0,0,0,1,Actual,,,Brewster,Brewster,41.78178333,70.03935,,,,Linnell Landing,Delphinus delphis,41.78178333,-70.03935
IFAW10-230Dd,11/29/10,"-live Dd observed stranded in tidal sand flats, IFAW MMRR relocated animal to rescue trailer for health assessment; determined dolphin good candidate for release, attached satellite & VHF tag, AEP performed; dolphin released @ Herring Cove, Provincetown",MS10-16,Series0050,1,0,0,0,0,1,Actual,,,Brewster,Brewster,41.77416667,70.0785,,,,Point of Rocks,Delphinus delphis,41.77416667,-70.0785
IFAW10-233Dd,11/29/10,"-one of three common dolphins that were observed stranded on Lt. Island, Wellfleet; all three dolphins were in same state of decomposition",MS10-16,Series0050,3,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.89708333,70.02411667,,,,Lt. Island,Delphinus delphis,41.89708333,-70.02411667
IFAW10-234Dd,11/29/10,"-one of three common dolphins that were observed stranded on Lt. Island, Wellfleet; all three dolphins were in same state of decomposition",MS10-16,Series0050,3,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.89616667,70.02343333,,,,Lt. Island,Delphinus delphis,41.89616667,-70.02343333
IFAW10-235Dd,11/29/10,"-one of three common dolphins that were observed stranded on Lt. Island, Wellfleet; all three dolphins were in same state of decomposition",MS10-16,Series0050,3,0,0,0,0,1,Actual,,,Wellfleet,Wellfleet,41.89536667,70.0227,,,,Lt. Island,Delphinus delphis,41.89536667,-70.0227
IFAW11-009Dd,2/2/11,"-minor scavenger damage to head, appeared to have external markings indicating possible hybrid common and striped dolphin phenotype",MS11-01,,2,0,0,0,0,1,,2/3/11,2,Orleans,Orleans,41.7795,69.935,Actual,Actual,GPS,"Nauset beach, 1/2 mile south from parking lot",Delphinus delphis,41.7795,-69.935
IFAW11-007Dd,2/2/11,-carcass first observed on 2/2 at tide line. Reported to IFAW staff and on 2/3 the carcass was photo documented and Level A data samples were collected. Minor scavenger damage observed with dermal abrasions to pec. flippers.,MS11-01,,3,0,0,0,0,1,,2/3/11,3,Barnstable,Barnstable,41.7353,70.3112,Estimate,Estimate,Other,"Sandy Neck, between trails 4 & 5",Delphinus delphis,41.7353,-70.3112
IFAW11-023Dd,2/14/11,"Animal was first observed alive by Dennis DNR staff with two other dolphins, stranded in a shallow tidal pool. This dolphin thrashed extensively, then died prior to staff arriving. The other animal (IFAW11-024Dd) died as well. The third animal (IFAW11-022Dd) was relocated and released w/ a sat. tag attached. This animal was necropsied the following day and was found to be pregnant.",MS11-02,,1,0,-1,0,0,3,Actual,2/14/11,2,Dennis,Dennis,41.7777,70.1199,Actual,Actual,Internet,Crowe's Pasture,Delphinus delphis,41.7777,-70.1199
IFAW11-024Dd,2/14/11,"Animal part of a three Dd mass stranding at Crowe's Pasture, Dennis. This animal and IFAW11-023Dd died prior to staff arriving on scene. This carcass was collected and frozen whole for later examination. The third dolphin (IFAW11-022Dd) was relocated and released w/ sat. tag attached.",MS11-02,,1,0,-1,0,0,3,Actual,2/14/11,2,Dennis,Dennis,41.777,70.1199,Actual,Actual,Internet,Crowe's Pasture,Delphinus delphis,41.777,-70.1199
IFAW11-022Dd,2/14/11,Animal was part of a three-animal mass stranding.  The other two animals died prior to staff arriving on scene.  This animal was relocated and released alone with a satellite tag.,MS11-02,,1,0,-1,0,0,3,Actual,2/14/11,1,East Dennis,Dennis,41.7777,-70.1199,Actual,Actual,GPS,Crowes Pasture,Delphinus delphis,41.7777,-70.1199
IFAW11-025Dd,2/14/11,-carcass observed at Herring River Dike in Wellfleet. Level A data were collected and was photo documented.,MS11-02,,3,0,0,0,0,1,,2/14/11,3,Wellfleet,Wellfleet,41.9312,70.0661,Actual,Actual,Internet,Herring River,Delphinus delphis,41.9312,-70.0661
IFAW11-029Dd,2/16/11,-carcass observed with scavenger damage to R and L body. Circular dermal lesions (approx. 1.5cm wide) present on dorsum.,MS11-03,,3,0,0,0,0,1,Actual,2/16/11,3,Eastham,Eastham,41.81671,70.00148,Actual,Actual,GPS,First Encounter Beach,Delphinus delphis,41.81671,-70.00148
IFAW11-032Dd,2/16/11,"-dolphin reported by public to IFAW hotline on 2/16/11. IFAW staff collected Level A data and samples on 2/17. Carcass had scavenger damage to R. eye and R. body. Carcass was marked, flagged, and left on beach.",MS11-03,,3,0,0,0,0,1,Actual,2/17/11,3,Boat Meadow Creek,Eastham,41.808077,-70.002649,Estimate,Estimate,Internet,,Delphinus delphis,41.808077,-70.002649
IFAW11-051La,2/26/11,-dolphin reported at 0830 by DNR as deceased. Another call came in at 1500 reporting that the animal was still alive. Staff responded and the animal had to be euthanized due to gull damage and state of shock. Carcass wasa retrieved and stored in trailer overnight (approx. 30 degrees F) prior to necropsy the following day.,MS11-04,,1,0,0,0,0,1,Actual,2/26/11,1,Boat Meadow Creek,Eastham,41.80764,-70.00093,Actual,Actual,GPS,,Lagenorhynchus acutus,41.80764,-70.00093
IFAW11-049La,2/26/11,-dead dolphin reported being scavenged near high tide line on 2/26/11. IFAW staff responded and collected Level A data and samples. It is believed that the head of this animal was later removed by the public  (found headless on 3/17). Animal was re-classified as a Human Interaction case (Post-mortem mutilation). NOAA LE and NERO were notified.,MS11-04,,3,0,0,0,0,1,Actual,2/26/11,3,135 Marven Way,Wellfleet,41.93221,-70.02414,Actual,Actual,GPS,Duck Creek (off of Pine Point Way),Lagenorhynchus acutus,41.93221,-70.02414
