Strand_IDTest,Date_,Field_Species_ID,Type,No_Strand,Region,Location_Desc,Lat,Long,No_Refloat,No_Restrand,Comments_General,Record_type,Incident_type,Cond_Animal,Contrib_Fa,Reformatted Date
2734,10/11/06,GLOBICEPHALA MELAS,>1 individual unless mother and calf,87,northland,"RUAKAKA BEACH, WHAGANREI",-35.9153,174.4604,0,0,"87 ANIMALS TOTAL, 6 DID NOT STRAND. 52 ANIMALS DEAD, 29 REFLOATED. SAMPLES TAKEN FROM 18 OF 19 ANIMALS FROM WHICH MEASUREMENTS AND PHOTOS TAKEN. NO WHALE MEASURES WAS LESS THAN 250CM LONG. REMAINING WHALES WERE FLENSED.. PLEASE REFER TO STRANDING FORM FOR",Live Stranding,Stranding,Live,Stranding,11/10/06
2733,10/11/06,GLOBICEPHALA MELAS,>1 individual unless mother and calf,87,northland,"FIRST WHALE REPORTED AT MUNROE BAY (Q10 45080 00484), A SECOND WHALE AT REOTAHI MARINE RESERVE (Q7 45953 95943). THE MAIN BODY OF STRANDING AT RUAKAKA BEACH (Q7 42431 84912)",-35.9153,174.4604,29,0,"87 ANIMALS TOTAL, 6 DID NOT STRAND. 52 ANIMALS DEAD, 29 REFLOATED. SAMPLES TAKEN FROM 18 OF 19 ANIMALS FROM WHICH MEASUREMENTS AND PHOTOS TAKEN. NO WHALE MEASURES WAS LESS THAN 250CM LONG. REMAINING WHALES WERE FLENSED.. PLEASE REFER TO STRANDING FORM FOR",Live Stranding,Stranding,Live,Stranding,11/10/06
2749,20/12/2006,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,auckland,"CLARKS BEACH, MANUKAU HARBOUR AUCKLAND",-37.1332,174.7,2,0,"THIS DOLPHIN WAS PART OF A POD OF THREE THAT STRANDED LIVE ON VERY SHALLOW MUDFLATS ON AN EBB TIDE. THE DOLPHIN WAS REPORTED TO HAVE THRASHED INTENSIVELY FOR SEVERAL MINUTES, CONVULSED AND THEN STOPPED MOVING. THE OTHER TWO ANIMALS SURVIVED THE INITIAL TR",Live Stranding,Stranding,Live,Stranding,12/20/06
2765,28/01/2007,GLOBICEPHALA MELAS,>1 individual unless mother and calf,21,chatham islands,"APAROA SOUTH OF OKAWA PT, NE CHATHAM IS",-43.7742,-176.2405,0,0,WHALES FOUND DEAD. MAY HAVE BEEN THERE FOR SOME DAYS. WHALES ID AS CI107-01 TO CI107-21,Beach cast,Stranding,Decomposed,Beachcast,1/28/07
2771,19/02/2007,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,chatham islands,"CHATHAM ISLANDS, WAITANGI?",-43.9486,-176.5617,3,0,"3 DOLPHINS IN VERY SHALLOW WATER, 2 OF WHICH APPEARED TO BE SUPPORTING THE THIRD. DOLPHINS ASSISTED TO DEEPER WATER AND THEN MILLED ABOUT WHILE STAFF WENT FOR GEAR. BY THE TIME THEY RETURNED THE ANIMALS HAD MOVED OFFSHORE.",Live Stranding,Stranding,Live,Stranding,2/19/07
2777,25/02/2007,KOGIA BREVICEPS,>1 individual unless mother and calf,2,hawkes bay,"OPOUTAMA DOMAIN, RESTRANDED OPOSITE GOLF COURSE",-39.0671,177.8612,2,2,REFLOATED BY PUBLIC BUT BOTH ANIMALS RESTRANDED. EUTHANISED 1330HRS.,Deliberately Killed,Stranding,Live,Stranding,2/25/07
2810,9/8/07,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,18,auckland,"TAMAKI RIVER, AUCKLAND",-36.8697,174.8955,18,0,LIVE STRANDING. ALL REFLOATED SUCCESSFULLY.,Live Stranding,Stranding,Live,Stranding,8/9/07
2814,16/08/2007,LAGENORHYNCHUS OBSCURUS,>1 individual unless mother and calf,2,nelson,"NELSON HAVEN NEAR BOULDER BANK ROAD, MOTUEKA",-41.2173,173.3263,1,1,"LACERATIONS FROM STRANDING. NO OBVIOUS INJURIES. FEMALE DEAD, MALE EUTHANISED AT RABBIT ISLAND AFTER ATTEMPTS TO REFLOAT FAILED.",Live Stranding,Stranding,Live,Stranding,8/16/07
2817,2/9/07,MESOPLODON BOWDOINI,>1 individual unless mother and calf,3,bay of plenty,"TE HAIKA O TAINUI, WHANGAPARAOA, OPOTIKI AREA",-37.5834,177.9839,0,0,"All 3 animal in good condition - no decay.
On whale 1 - slight straight line damage, not cause of death. Also, interesting damage to mouth (see photos)
Local observer traveled the beach at dusk on 1/9/2007 and found no whales. Therefore they came ashore d",Beach cast,Stranding,Freshly dead,Beachcast,9/2/07
2846,10/1/08,MESOPLODON GRAYI,>1 individual unless mother and calf,3,tasman,"FAREWELL SPIT, OUTER BEACH",-40.5042,172.8173,0,0,RECEIVED CALL FROM TOUR BUS AT 1600HRS HAVING FOUND LIVE MALE. LOOKED AFTER BY TOURISTS. DEAD FEMALE AND MALE NEARBY. NO OBVIOUS INJURIES ON ANY OF THEM EXCEPT COOKIE CUTTER SHARK BITES AND SOME BIRD PECKING WOUNDS. ALL 3 TOWED ABOVE HIGH TIDE MARK AND LE,Live Stranding,Stranding,Live,Stranding,1/10/08
2854,23/01/2008,GLOBICEPHALA MELAS,>1 individual unless mother and calf,34,tasman,"TAUPATA PT AND PUPONGA, FAREWELL SPIT REA, GOLDEN BAY",-40.5139,172.77,20,0,"WHALES FIRST SIGHTED AT 0730HRS. FIRST LOT SEEN AT TRIANGLE FLAT (3 DEAD, 3 ALIVE) AT SECOND SITE 10 DEAD, 18 ALIVE (INCLUDING THREE MOTHER CALF PAIRS). AT 1400HRS ONE WHALE DIED AS POD SWAM TO TAUPATA POINT.",Live Stranding,Stranding,Live,Stranding,1/23/08
2862,13/02/2008,MESOPLODON GRAYI,>1 individual unless mother and calf,2,northland,TAUPO BAY NORTHLAND,-34.9961,173.7143,0,0,LIVE STRANDING THEN DIED. COOKIE CUTTER SHARK BITES. TISSUE SAMPLES SENT TO AUCKLAND UNIVERSITY.,Live Stranding,Stranding,Live,Stranding,2/13/08
2868,16/04/2008,KOGIA BREVICEPS,>1 individual unless mother and calf,1,gisborne,"ANAURA BAY BEACH, DIRECTLY IN FRONT OF DOC CAMPGROUND",-38.2309,178.3107,1,0,WHALE LOOKED AS IF IT HAD BEEN ROLLED AROUND AGAINST ROCKS IN THE SURF. A SECOND ANIMAL WAS MENTIONED BUT NOT REPORTED ON.,Beach cast,Death Report,Freshly dead,Beachcast,4/16/08
2952,23/03/2009,GLOBICEPHALA MELAS,>1 individual unless mother and calf,104,chatham islands,"MIRANGI, WHAREKAURI BEACH, NORTH CHATHAM",-43.7052,-176.5895,0,0,"104 STRANDED, 8 ALIVE. THESE WERE SUBSEQUENTLY EUTHANISED. THEY WERE WELL UP ON THE DRY ON AN OUTGOING TIDE. 3 WHALES HAD OBVIOUS SIGNS OF SHARK BITES. BASIC MEASUREMENTS OF ALL 104 ANIMALS TAKEN AND 49 SKIN SAMPLES SENT TO UNIVERSITY OF AUCKLAND.",Live Stranding,Stranding,Live,Stranding,3/23/09
2982,18/07/2009,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,auckland,"Algies Bay, Just north of boat ramp, Warkworth",-36.4333,174.75,1,,"Superficial cut on right shoulder, few broken teeth, juvenile refloated by public prior to DOC arriving. Animal was alive at 0830 but dead by 0900HRS. Stranded at low tide on flat beach.",Live Stranding,Stranding,Live,Stranding,7/18/09
2998,28/07/2009,GLOBICEPHALA MELAS,>1 individual unless mother and calf,25,waikato,Great Mecury Island,-36.63,175.78,,,Samples taken and sent to Auckland University.,Beach cast,Death Report,Freshly dead,Beachcast,7/28/09
3008,29/07/2009,MESOPLODON GRAYI,>1 individual unless mother and calf,2,auckland,"Kariotahi Beach, West Coast Auckland",-37.35,174.67,1,1,"HEAD IN MASSEY UNIVERSITY FREEZER. Stranded alive after male stranded and was refloated and restranded. https://www.youtube.com/watch?v=gghM1lgwTtU. Genetic info from University of Auckland: Mesoplodon grayi, species code Mgr144 (female), and Mgr145 (male",Live Stranding,Stranding,Live,Stranding,7/29/09
3002,21/09/2009,TURSIOPS TRUNCATUS,>1 individual unless mother and calf,2,auckland,"Manakau Harbour, Motukaraka Bank",-36.94,174.7,2,,"2x Bottlenose dolphins on their sides, yellow foamy diarrhoea and flatulance, otherwise apparently healthy. Both animals righted, dug holes for their flippers, formed a supporting sandbank to keep them upright, was dark by then and too dangerous to stay o",Live Stranding,Stranding,Live,Stranding,9/21/09
3265,30/11/2009,GLOBICEPHALA SP,>1 individual unless mother and calf,153,chatham islands,"Waihere Bay, Pitt Island, Chatham Islands",-44.2669,-176.2396,,,"Delayed report to DOC. Not sure of exact stranding date. Kenny checked out and did count then on leave. Trainee ranger followed up but no photos, samples or form completed. Nadine completed a form on 28/07/2010",Beach cast,Death Report,Unknown,Beachcast,11/30/09
2977,25/12/2009,GLOBICEPHALA MELAS,>1 individual unless mother and calf,105,tasman,"Bush End Point, Farewell Spit, Golden Bay",-40.5527,173.0165,0,,"Arrived 11am on the 26th Dec 2009, counted 105 whales approx, could have been up to 110 whales. Shot 30, others were already dead. From condition of whales, they probably stranded on the 25th (or 24th Dec at the earliest). Wide range of ages 2m juveniles,",Live Stranding,Stranding,Live,Stranding,12/25/09
2964,27/12/2009,GLOBICEPHALA MELAS,>1 individual unless mother and calf,63,waikato,"Colville, coromandel peninsula",-36.6202,175.4543,42,21,TWO CALVES WERE BORN SHORTLY AFTER THE ANIMALS WERE REFLOATED. POD WAS FOLLOWED UNTIL 2100HRS AND LAST SEEN BETWEEN CAPE COLVILLE AND HAUTURU.,Live Stranding,Stranding,Live,Stranding,12/27/09
2967,5/1/10,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,hawkes bay,"Onenui Station, SW Tip of Mahia Peninsula",,,,,,,,Freshly dead,Unknown,1/5/10
2968,7/1/10,GLOBICEPHALA MELAS,>1 individual unless mother and calf,2,wellington,Foxton Beach,-40.4601,175.2148,,,"May have been alive, but old shark bites suggest it was actually dead when it came up. Had tag on tail so probably washed over from Golden Bay Stranding",Live Stranding,Stranding,Live,Stranding,1/7/10
2963,23/01/2010,GLOBICEPHALA MELAS,>1 individual unless mother and calf,54,canterbury,"Port Levy, on beach at end of the port inlet, off wharf Road.",-43.6588,172.8125,38,0,"Found stranded, with initial stranding of 5 animals, subsequently the rest of the 50+ animals stranded. 16 animals dead.",Live Stranding,Stranding,Live,Stranding,1/23/10
3429,14/02/2010,GLOBICEPHALA MELAS,>1 individual unless mother and calf,28,southland,"West Ruggedy Beach, Stewart Island",,,,,19 remaning live whales had to be put down as a rescue mission was considered too dangerous.,Live Stranding,Stranding,Live,Stranding,2/14/10
3026,12/3/10,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,tasman,"Tukurua Pt, Parapara Beach.",-40.7309,172.7009,0,,2 animals found 5m apart at mid-water tide point,Beach cast,Death Report,Decomposed,Beachcast,3/12/10
3035,18/06/2010,GLOBICEPHALA SP,>1 individual unless mother and calf,20,waikato,North of Aotea Harbour,-37.985,174.7882,,,"Pilot whales found dead on 18/6/2010, likely live stranding 2-3 days earlier. Coordinates of stranding taken from first whale measured, all coordinates for each individual whale in the stranding are on original stranding forms (all in close proximity alon",Live Stranding,Stranding,Freshly dead,Stranding,6/18/10
3054,20/08/2010,GLOBICEPHALA SP,>1 individual unless mother and calf,58,northland,Karikari Beach,-34.8393,173.3838,13,4,"whale # 43 ready to blow ie. gas.

4 whales stranded on the day they were moved to Rarawa beach, another 2 restranded the next morning and were shot",Deliberately Killed,Stranding,Live,Stranding,8/20/10
3159,15/09/2010,GLOBICEPHALA MELAS,>1 individual unless mother and calf,36,chatham islands,"Okawa Beach, Kaingaroa Station, Chatham Island",-43.7619,-176.2672,,,"First reported on 15th September, time since stranding estimated to be between 2-3 weeks. See additional notes in photographs folder",Beach cast,Death Report,Decomposed,Beachcast,9/15/10
3055,22/09/2010,GLOBICEPHALA MELAS,>1 individual unless mother and calf,49,northland,"Spread along half of Te Horo Beach still in water and continuing to strand, Spirits Bay",-34.4248,172.8582,21,7,"Whales 1 and 2: Suspect they got over heated on journey from Spirits Bay to Rarawa Beach, died in transit (heart attack?). At time of stranding there was a heavy sea breaking onto very steep beach. Tide M incoming, swell heavy, wind W 40+ knots. Buried in",Deliberately Killed,Stranding,Live,Stranding,9/22/10
3072,7/10/10,GLOBICEPHALA MELAS,>1 individual unless mother and calf,3,chatham islands,Pitt Island,-44.259,-176.1726,,,"The 3 measured animals were part of a mass stranding on Pitt Is, no record of total number of animals involved",,,Unknown,Beachcast,10/7/10
3075,13/01/2011,MESOPLODON GRAYI,>1 individual unless mother and calf,4,waikato,"Sunset Beach, Port Waikato",-37.3865,174.7061,,,"Animal found dead on beach by first observer. Genetic info from University of Auckland: Mesoplodon grayi, species code Mgr148 (female, U11-002), Mgr149 (female, U11-003), Mgr150 (female, U11-004), Mgr151 (female, U11-005)",Beach cast,Death Report,Freshly dead,Stranding,1/13/11
3077,21/01/2011,GLOBICEPHALA MELAS,>1 individual unless mother and calf,24,northland,Paua (Parengarenga Harbour),-34.5354,172.9393,,,"Whale #6 had a calf with her. Whales #17 - #24 only total lengths and sex noted, no DNA samples and no pictures as ran out of time. No stranding report sent in for whale #16.
Mass stranding of 24 whales - mostly females, 10 alive upon discovery, condition",Deliberately Killed,Stranding,Live,Stranding,1/21/11
3079,29/01/2011,GLOBICEPHALA SP,>1 individual unless mother and calf,7,northland,"Waikara Beach, Waipoua",-35.7305,173.5364,,,"Lat Longs for stranding is taken from the position of whale 1 - whales were spread from this position up the beach to the position of whales 6 & 7 at -35.65529, 173.46219. Whale 6 had its lower jaw removed, Whale 7 had its entire jaw removed, therefore no",Beach cast,Death Report,Decomposed,Beachcast,1/29/11
3416,3/2/11,MESOPLODON GRAYI,>1 individual unless mother and calf,2,gisborne,"Cape runaway, 500 meters west of Whangaparoa river mouth",,,1,,Stranded with another similar whale that was put back to sea by locals,Beach cast,Death Report,Freshly dead,Beachcast,2/3/11
3086,4/2/11,GLOBICEPHALA SP,>1 individual unless mother and calf,84,tasman,"Port Puponga, Golden Bay",-40.5288,172.7364,67,,"Stranding event that happened over 3 days, a number of restrandings and refloating attempts in different locations. 84 whales stranded, 67 of these were reflaoted Full debreif avaliable at DOCDM-703463",Live Stranding,Stranding,Live,Stranding,2/4/11
3089,20/02/2011,GLOBICEPHALA MELAS,>1 individual unless mother and calf,107,southland,"South end of Mason Bay, Stewart Island",-46.967,167.6886,,," full report can be found at DOCDM - 718170
The stranding was discovered by two trampers who walked to the hut (2hrs) and notified the hut warden.  The Stewart Island field centre was contacted just after mid-day.  About 40% of the whales had died by the ",Deliberately Killed,Stranding,Live,Stranding,2/20/11
3083,3/3/11,MESOPLODON GRAYI,>1 individual unless mother and calf,2,chatham islands,"Adjacent to the Basaltic Columns near Stoney Crossing on the Port Hutt Road, in Ohira Bay, Chatham Islands",-43.8078,-176.6471,2,2,"Reported to DOC  as 1 adult and 1 calf but calf was later refered to as adult as it was 4-5m. 2 whales  had stranded, tourists had managed to turn them back out to sea but adult immediately restranded. When DOC staff arrived adult appeared dead, rolling a",Live Stranding,Stranding,Live,Stranding,3/3/11
3096,6/3/11,KOGIA BREVICEPS,>1 individual unless mother and calf,2,gisborne,Whangara Beach North,-38.5622,178.2345,,,"Two male stranded. In very good condition, damaged by rocky shore, no other visual damage. 3x DNA samples taken.",Beach cast,Death Report,Freshly dead,Beachcast,3/6/11
3134,13/06/2011,KOGIA BREVICEPS,>1 individual unless mother and calf,5,hawkes bay,Mahia Beach,-39.0601,177.846,,,"Coordinates for location taken from male calf, for other locations see map in photograph folder. All measured, DNA, towed to Blue Bay for burial

Male calf - quite old dead, looks like dead at sea. 
Female juvenile and Female 2 - Quite smelly.  Jaw remove",Beach cast,Death Report,Decomposed,Beachcast,6/13/11
3164,16/08/2011,DELPHINUS DELPHIS,>1 individual unless mother and calf,2,northland,Twilight Beach,-34.5037,172.7022,,,"Species not noted on incident sheet but photos identify it as common dolphin. Coordinates for location in DB are from dolphin 1, dolphin 2 found at 1572719, 6181638",Beach cast,Death Report,Freshly dead,Beachcast,8/16/11
3170,27/08/2011,GLOBICEPHALA MELAS,>1 individual unless mother and calf,8,chatham islands,"Waitangi Beach, Chatham Islands",-43.9141,-176.5346,,,"Found stranded on Waitangi Beach, 27/8/11. Fresh but dead - minor scavenging by Northern giant petrels. No disposal",Beach cast,Death Report,Freshly dead,Beachcast,8/27/11
3182,9/9/11,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,auckland,"Bowling Alley Bay, Great Barrier Island",-36.2215,175.3316,,,"Dolphin 1 - calf still attached, head and calf taken. Possibly died of complications during birth of its calf.
Dolphin 2 - stuff swollen in mouth?
No sign of injury on any of the animals. Delay between call and visiting the site was due to unfavourable se",Beach cast,Death Report,Decomposed,Beachcast,9/9/11
3267,23/10/2011,MESOPLODON GRAYI,>1 individual unless mother and calf,3,northland,Mimiwhangata Bay at Eastern End,-35.4344,174.4233,2,1,"It would appear that 3 whales originally stranded. Members of the public got the female and juvenile back to sea, but the female restranded in the next bay. Juvnile not seen again. Female had unusual banding type lump around midsection. 

Adult male and f",Live Stranding,Stranding,Live,Stranding,10/23/11
3188,28/10/2011,MESOPLODON GRAYI,>1 individual unless mother and calf,3,bay of plenty,"500m east of Papamoa surfclub, Papamoa Beach, Tauranga",-37.697,176.2892,2,1,Approx 2 weeks after RENA oil spill and during some intensive sonar work by navy searching for missing shipping containers. this animal stranded himself live on Papamoa Beach on 27/10/2011 but died shortly after the stranding. Two other adult Grey’s Beake,Live Stranding,Stranding,Live,Stranding,10/28/11
3217,14/11/2011,GLOBICEPHALA MELAS,>1 individual unless mother and calf,65,tasman,Eastern end of Farewell Spit and further west at Whimbrel Creek,-40.5572,173.0231,,,"Reported by tour operator on 14/11/11, attended by 4 DOC staff. 65 whales stranded, all whales died, 26 were euthanized. Three additional reports: file note (DOCDM 866085) euthanasia file note (DOCDM 865499), carcass tethering note (DOCDM 894154)
28 whale",Deliberately Killed,Stranding,Live,Stranding,11/14/11
3259,12/12/11,DELPHINUS DELPHIS,>1 individual unless mother and calf,4,auckland,"Kakamatua inlet, Manukau Harbour",-37.0059,174.5933,4,0,"4 common dolphins: 1 adult, 1 sub adult, 2 calves. All 4 straded at high water, refloated, then restranded with adult restranding. Behaviour: was travelling in shallows close into beach, parallel with beach. After last refloat subadult and one calf headed",Live Stranding,Stranding,Live,Stranding,12/12/11
3210,6/1/12,GLOBICEPHALA MELAS,>1 individual unless mother and calf,25,tasman,"Triangle Flat, Golden Bay",-40.5221,172.7626,18,,"Pod of whales reported  close to shore near Puponga Friday night (6/7/2012), seen stranded at first light out from Triangle Falt on 7/1/2012. Total of 25 whales, ‘a couple’ dead early on, total of 7 dead by the end of refloating. 18 successfully refloated",Live Stranding,Stranding,Live,Stranding,1/6/12
3218,21/01/2012,MESOPLODON GRAYI,>1 individual unless mother and calf,4,bay of plenty,Papamoa Beach/Te Tumu,-37.7323,176.3782,,,"Adult 2 - Female Gray's beaked lactating. Stomach empty and had some small plastic beads liver brown/green and textures (cirrhosis?). See photos

Juvenile 1 - Gray's beaked whale juvenile female. Probable cause of death - drowned. Liver ok. Stomach empty.",Live Stranding,Stranding,Live,Stranding,1/21/12
3237,23/01/2012,GLOBICEPHALA MELAS,>1 individual unless mother and calf,99,tasman,"Farewell Spit, Golden Bay",-40.52,172.8136,17,,Ninety nine whales were reported stranding on Monday 23/1/2012. Department of Conservation staff arrived before the whales stranded and attempted to push the whales out. However the tide was retreating too fast and the whales stranded. Attempts were made ,Deliberately Killed,Stranding,Live,Stranding,1/23/12
3279,23/03/2012,KOGIA BREVICEPS,>1 individual unless mother and calf,2,hawkes bay,Mahia Beach,-39.0609,177.8503,,,"Coordinates are for animal 1, coordinates given for animal 2 are a point in the water.

Possible correlation between 6 Kogia breviceps stranded, 3 cases:
23/03/2012 KOG HAW; 29/06/2012 KOG HAW; 6/04/2012 KOG HAw
Inserted in the database as separate incide",Beach cast,Death Report,Freshly dead,Beachcast,3/23/12
3271,5/5/12,GLOBICEPHALA MELAS,>1 individual unless mother and calf,6,tasman,"Inner Beach, Farewell Spit",-40.5149,172.8151,,,"Grouped together so assume stranded then died. Remote location, not seen until after death. Appearance on 5/5/2012 suggests they died within 24-48 hours.",Beach cast,Death Report,Freshly dead,Beachcast,5/5/12
3272,18/05/2012,GLOBICEPHALA SP,>1 individual unless mother and calf,3,northland,"Lone Pine, between Waipapaka Kauri and Ahipara, 90 Mile Beach",-35.0582,173.1719,2,1,"3 animals stranded on same beach, two buried on beach by iwi, and one refloated (see attached map for stranding, burying and refloating locations). Animal not reported as restranded (as of 24/05/2012) 

- Male: stranded at 35.071597222S and 173.175152222E",Live Stranding,Stranding,Live,Stranding,5/18/12
3280,29/06/2012,KOGIA BREVICEPS,>1 individual unless mother and calf,2,hawkes bay,"Male on Blacks beach
Female on Whakahi beach",-39.0506,177.6866,,,"Coordinates are a midpoint in between the two strandings, for precise location refer to maps attached
Male: reported dead the 28/06/2012, been dead a while, left to decay on site. 
Female: apparently well dead on the 27/06/2012, someone has come out and s",Beach cast,Death Report,Freshly dead,Beachcast,6/29/12
3384,14/10/2012,GLOBICEPHALA SP,>1 individual unless mother and calf,51,bay of plenty,Whangaparoa Bay,-37.5751,177.9911,0,,"Coordinates are given for all  animals (in Remarks2). 

on 14/10/2012  51 pilot whales were reported on Whanhaparoa bay. On arrival 44 were dead, 7 were euthanized (refloating would have been too difficult, rought conditions, heavy swells. Whale location ",Deliberately Killed,Stranding,Live,Stranding,10/14/12
3427,1/11/12,GLOBICEPHALA MELAS,>1 individual unless mother and calf,29,chatham islands,North end of Paritu Beach,-43.8087,-176.6209,,,,Beach cast,Death Report,Freshly dead,Beachcast,11/1/12
3365,15/11/2012,GLOBICEPHALA MELAS,>1 individual unless mother and calf,31,tasman,Farewell Spit,-40.5136,172.7731,,,Whales euthanized,Deliberately Killed,Stranding,Live,Stranding,11/15/12
3319,21/12/2012,KOGIA SIMUS,>1 individual unless mother and calf,2,northland,Twilight beach,-34.4957,172.694,,,The two whales were found on same beach about 40 meters apart in similar condition of deomposition. Skin samples collected,Beach cast,Death Report,Decomposed,Beachcast,12/21/12
3357,27/12/2012,MESOPLODON GRAYI,>1 individual unless mother and calf,2,bay of plenty,"Newdicks Beach, Maketu",-37.7405,176.4677,,,"Iwi was notified by duty officer, Project Jona notified and on site. Due to tide waited to the followging low tide for digg to access beach for burial of one whale. 
Note: a DOC Tauranga volunteer attended this stranding and said that the first stranded w",Beach cast,Death Report,Freshly dead,Beachcast,12/27/12
3320,6/1/13,MESOPLODON GRAYI,>1 individual unless mother and calf,2,northland,"90 mile beach, 5 min past Hukatere Ramp",-34.9798,173.1401,,,"whales were found approx 3.5 km apart
Whale 1 found at: -34.97981; 173.14019  (coord given: E1612796; N6129187) 
Whale 2 found at: -34.95698; 173.12825 (coord adjusted to land finding, given: E1611559; N6131669) 
Some of the pictures came out grey (with n",Beach cast,Death Report,Freshly dead,Beachcast,1/6/13
3334,21/01/2013,MESOPLODON GRAYI,>1 individual unless mother and calf,3,bay of plenty,"Moutoki Island, rurima group, Eastern Bay of Plenty",-37.8323,176.8827,,,"Three whale carcasses were found on the Island, As they are three grey's beaked whaled they have been filed together. They might not have been beachcasted on the same event,this is possible to say by loolking at pictures as they are in different state of",Beach cast,Death Report,Decomposed,Beachcast,1/21/13
3414,11/11/13,GLOBICEPHALA MELAS,>1 individual unless mother and calf,10,chatham islands,"on the rocks at Owenga, approx 1 km W from the Owenga wharf",-44.0247,-176.3599,0,,10 whales seen by Jim Clarkson and Denny Prendeville on 11-11-2013. 4 were still alive and were euthanised. All whales were stranded in a very shallow rocky coastal area. They were severly scratched from movement on the rocks. Local iwi notified. 7 whales,Live Stranding,Stranding,Wounded/sick,Stranding,11/11/13
3420,6/1/14,GLOBICEPHALA MELAS,>1 individual unless mother and calf,39,tasman,Farewell spit (5km up inside of Farewell spit from Triangle flat),-40.5135,172.7931,0,,"One of two stranding events that took place one after another in the same area.

Conditions windy and sunny. 39 whales discovered in the morning, would have stranded at 1am on a massive 4.8m tide. All whales were on the sand about half metre above the san",Live Stranding,Stranding,Live,Stranding,1/6/14
3421,14/01/2014,GLOBICEPHALA MELAS,>1 individual unless mother and calf,99,tasman,"Farewell Spit (multiple locations). First group 5km west of stockyard point (other group on same day at Stockyard), restrand 2km east of triangle flat. Second group 7km east triangle flat (move to 5.5km east by next morning), restrand north of here then r",-40.5151,172.8267,50,49,"This is the second of two strandings that occurred in the same area, within a short time frame.

Large pod followed by DOC staff on 14th Jan, 14 strand, 55+ swim off. In following 6 days multiple strandings and restrandings. Approximately 99 whales (this ",Live Stranding,Stranding,Live,Stranding,1/14/14
3468,11/2/14,ORCINUS ORCA,>1 individual unless mother and calf,9,southland,"Start of the Hunt track - walk about 10k down the beach towards Port Craig. Follow the creek from the second swing bridge. Trackburn, Te Wae Wae Bay",-46.1544,167.4,0,,All died. http://www.doc.govt.nz/Documents/conservation/native-animals/marine-mammals/50531-orca.pdf,Live Stranding,Stranding,Live,Stranding,2/11/14
3432,27/02/2014,MESOPLODON GRAYI,>1 individual unless mother and calf,4,chatham islands,Parity Beach - Chatham Island,-43.8087,-176.6209,0,,"Whales spotted by observer inhelicopter on week of 16th of February. DOC informed on 27-feb-2014, two DOC staff walked out to Parity Beach to check on whales, took measurements and samples.
27-fev-2014 Iwi and imi contacted",Beach cast,Death Report,Decomposed,Beachcast,2/27/14
3462,4/3/14,GLOBICEPHALA MACRORHYNCHUS,>1 individual unless mother and calf,5,hawkes bay,"Blacks Beach, Wairoa, near Nuhaka River mouth.",-39.0653,177.7904,2,1,3 reported about 8.30am on beach at Blacks Beach. One managed to refloat itself. One adult and one juvenile found in surfline at 9.30. Juv did refloat but then restranded. Both euthanised at 10.30. Adult washed out to sea and lost in big surf. Photos take,Deliberately Killed,Stranding,Live,Deliberate kill,3/4/14
3435,19/03/2014,DELPHINUS DELPHIS,>1 individual unless mother and calf,3,tasman,"Puponga, Golden Bay",-40.543,172.7249,3,0,"Reported as ""stranded in rushes"". Some skin peeling, one had patch ~300mm x 200mm peeled off with raw red flesh beneath. Marking on skin similar to ringworm. One had injury to forehead - cookie cutter or other? After release, all three swam parallell to s",Live Stranding,Stranding,Live,Stranding,3/19/14
3438,27/03/2014,DELPHINUS DELPHIS,>1 individual unless mother and calf,14,marlborough,"Melville Cove, Marlborough",-41.0452,174.1679,0,,No obvious reason for stranding. There is no history of dolphins or other strandings going back several generations of locals,Beach cast,Death Report,Decomposed,Beachcast,3/27/14
3441,8/4/14,MESOPLODON GRAYI,>1 individual unless mother and calf,4,chatham islands,"Point Durham, shore line, Chatham Islands",-44.0153,-176.6788,0,0,Bodies seen on coast line and reported to DOC. Visited and samples taken. Bodies dead on first sighting on 8/04/2014. 1 seen on 8th. Others seen following day 09/04/2014. Samples taken at low tide 10/04/14,Beach cast,Death Report,Freshly dead,Beachcast,4/8/14
3457,30/05/2014,KOGIA BREVICEPS,>1 individual unless mother and calf,6,hawkes bay,Mahia Beach,-39.0692,177.8637,0,,"Sea rough. A whale was reported dead in the surf on 29/05. Morning check showed 6 whales, 4 adult females (2 dead for some time, perhaps a week), 2 fresh with 2 live calves. The calves were euthanised. The two fresh adults were necropsied. All sampled and",Deliberately Killed,Stranding,Live,Deliberate kill,5/30/14
3527,31/05/2014,BALAENOPTERA ACUTOROSTRATA,>1 individual unless mother and calf,2,gisborne,"midway beach gisborne , 300m south of surfclub,",-38.6738,177.9946,,,"two minke whales found stranded on Midway Beach, Gisborne, one very weak, both injured and with bite marks.
In the interest of passing job quickly to the respective duty officer the hotline contact did not take all ID details.
Info promptly given to DOC G",Live Stranding,Stranding,Wounded/sick,Stranding,5/31/14
